identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
B_W4Nq3-iFWV2ato5AjXTw|The Refectory Restaurant,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,2.0
euHfgmZUq5liMtnQPMsKLw|McDonald's,1.0,1.0,1.0,0.0,0.0,,,,0.0
nZjPAq8XspAzofeAL2NNig|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
Jzc72Ld4pYahGPS05owoJg|Papa John's Pizza,1.0,1.0,,,,,,,
JOgMglwr1WrrjQjXrUuluQ|Panera Bread,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
QswzobSmN2rpx9Mv_Uh_aw|Subway,1.0,1.0,0.0,0.0,,,,,0.0
7MFm-vxs8hB1hk6VCthwGw|Aligned Columbus,,,0.0,,,,,,
S14RU67uG_OilF13dIgBkA|Porters Coffee House and Bakery,,,1.0,,,,,,
m3iPaN1GaujLel9hY8M61Q|The Ave Steak Tavern Columbus - Grandview Heights,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
BphvP29_k25lZm3Rhvi-wQ|Ray Ray's Hog Pit,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O6xzH5lwBwB-9WUGLJBdVQ|Wendy's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v7OTHo73TGRxGztTEpsTeA|Kingmakers,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
hSNMWcc63YvTWLf22pt5xA|Kitchen Social,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,3.0
NN7vECA5YJFR0OynwmI1FA|Super Chef's Breakfast & More,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0
YjL48R95mNOeFbt45zMNwg|Steak ’n Shake,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
W3JiVYWSLrqCiOAoeJouog|Village Coney,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0
i_cTGg5OAnEmbm95iwPQ0Q|Pokebap,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
ajHDjEptzThSRqhxaEsJ2w|Island Excape,1.0,0.0,,0.0,,,0.0,0.0,0.0
re5dBTx99rOj55mb16fStw|Keystone Pub & Patio,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,1.0
cHMzMDsjJ_N_Mh3tUGDwnw|Starbucks,,,1.0,,,,,,
tm8sQkFL4Us9o3YcX8kdqQ|Mellow Mushroom - Columbus,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ddWmoOMTQ_PkalLIIrgoDQ|Katalina's,,1.0,1.0,0.0,0.0,0.0,,,
6_juRpfIoSmt3_wRVlvKtA|Sun Tong Luck Asian Cuisine,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
vR01wmecxsflL8ImH-L-Lw|McDonald's,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
6x_pqM4U0guRf3Q-fXrosw|South Of Lane,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
OpB-hG1WfIZ9yhGvuS066g|SILOHS,,,1.0,1.0,0.0,0.0,,,
yv-nZFvhrerNFoww4eYKrQ|Curry & Hurry Indian Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
Sx2GQsygazAy6NYX8CFNeg|Oak Hill Barbeque,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
YObynye2YRXlKteD19K1gA|Panera Bread,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bNogFEEebMw1O4l-bVgP4g|The Old Bag of Nails Pub,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
p6fXUm2l77xr-tF9e3VaqA|Restaurant Silla,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0
c1dOp4Z_QCHWuIx7oW3BvA|Five Guys,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0
BU54WDXScZgpC6lbvRRUNw|Si Señor Peruvian Sandwiches and More,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0
EScjuz5b18JWLYiB9zWasA|The Thirsty Scholar,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
jyL334U4MAdGyzxaOdD8kA|Tim Hortons,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0
I93lEn8iKq4maiAln9krKQ|Eleven,0.0,1.0,1.0,1.0,1.0,,,,2.0
DJkspskySDBuVpD96beHVA|Panera Bread,1.0,1.0,1.0,0.0,0.0,,,,2.0
n3sEf5PqRFHoJ_8TCynRPg|A Matter of Steak,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0
bX5NcRrzLVRGsOLULgEbBw|Victor's Taco Shop Ohio,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,
cOXjdl-9MWJBvGUpDKt2Ag|Burger King,1.0,1.0,,0.0,0.0,,,,0.0
KifAjsQoVY3YcIXtpEJYAw|Bob Evans,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,1.0
u9BOzyf9UUw8ZvFqi7q0bQ|Ari's Diner,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
ZZBctjdwHaDs4_RhRNXWYg|Taste of Greece,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
eR1V-oRIbkaTz668cbc4kg|Pizza Hut,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
XXeFyOfLCLCU1zdWOkYWMg|Taco Bell,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
TGhW1PXPS4u_P9qXhP1GCQ|Winking Lizard Tavern,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
LsKKHAru5Gw29GkMJAOSdQ|Mama Mimi's Pizza - Columbus,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0
uaSlWopdvOIubp_lgtC3zQ|Momo Ghar,1.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0
J6Bsgjvxq-NAWYyIJzuKpA|Capital Club,0.0,1.0,1.0,0.0,1.0,,,,2.0
m3DwFGxGPisvN3-DoukjqA|Greenhouse Canteen & Bar,,,,,,1.0,,,
ENmSWHGk_29LfCnN9manSw|Arepazo Tapas Bar Grille,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
WHF6x6eI0_HDftNXlT7CKQ|Vitality Bowls,,,0.0,0.0,0.0,0.0,,,0.0
Kr_BDIIBleOPqGJB1j4zEA|The Twisted Vine,0.0,1.0,1.0,,1.0,,,,0.0
cCKmH9mWE8JeJRhbTioXZA|Freedom A La Cart,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
anFSqVqFiV0VdMNxf2T7mw|Lotus Grill,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Y-zY2FpekMmWfgwyju69Jg|The Mug,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,
YhDufeiyhQnpzfv-LjB91g|Cornerstone Deli & Café,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,3.0
dy_WDS4UWMeRTUm3zvn52w|Preston's - A Burger Joint,1.0,1.0,,0.0,1.0,,0.0,0.0,0.0
g-wWyP3PHQpgPLDn1oH8xg|Platform Beer,1.0,1.0,1.0,1.0,1.0,,,,1.0
Uhzffjm0oqGuD1x1aYXK_Q|Law Bird,,,0.0,0.0,1.0,,,,
IE9KqvD11_sxfm9wBBH7jA|Domino's Pizza,1.0,1.0,0.0,0.0,0.0,,,,0.0
rvztyjCR81GYWlV3ZRrCxQ|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0
U61XTTBfJGeHngr1lB3kEw|Royale Cigar Lounge,,,1.0,1.0,,,0.0,0.0,2.0
c0-CCRyEO_nS0sUgmA-Nzw|Panera Bread,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
eaz18AotYcbr3MU8nIjuxA|KFC,0.0,0.0,0.0,0.0,,,,,
lkZ7sjcpucCZ72oTA1Ef8g|Starbucks,,,1.0,,,,,,
cRpnlIfNeHaFH2oK4vcTDw|BIBIBOP Asian Grill,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6KG6pQFC06qKwbOucDIWjw|The Guild House,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0
hqx382sZ_5WHK8W5D4ATGQ|Hyde Park Prime Steakhouse,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
lTF2WLgLbhA9Rats3KlRAw|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
ULrifvJxbVA_a8Ud6xkjKw|Ayy Karamba,,,1.0,0.0,0.0,0.0,,,
bggotHiYGzGJP44RnfTIeQ|Camelot Cellars,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0
d4_A9CrvIoMz76uaEfFxfw|Latitude 41,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
SLkgFudMDYHm-z_AAxVwVA|The Market At Flint Station,,,1.0,0.0,1.0,,,,2.0
mkMJVG0SFpNZnAeK2_1Tnw|Jet's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lwr3WPLy-BUpGzeUyiUfAg|Ronin Sushi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IaIWCIOXBbhDuySGBw_46g|China Bear Fast Food,0.0,0.0,0.0,0.0,0.0,,,,
rmTBoTR-b729q50QdS8yHg|Wendy's,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0
ikHcASzewVOgq5d9Wtk3kw|Omega Artisan Baking,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
QB6n7INvYdgy3y1IGxaFvg|Flanagan's Pub,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
CnBntyNm-DBX_usgKrnI_A|Steak ’n Shake,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,1.0
_TSmSBMOICBVzvjGn5jDGg|KFC,1.0,1.0,0.0,0.0,0.0,,,,0.0
H70UDeyMwQLopX6f3kB5-Q|Dairy Queen,,,1.0,,,,,,
R7PA0-nBhGKv3eQ_St56Jg|Sakura Japanese Hibachi & Sushi,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20BFHEpJ_2NXzLcjuLICfw|Burger King,1.0,1.0,0.0,0.0,0.0,,,,
Zu9Jg3FzpxzP4ckWxCWkHg|Windward Passage Restaurant,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,
9YDoJQLOda6pzyJFNdo8Fg|My Old World Bakery,1.0,,,,,,,,
Ljxa6pwhjuxAZSTLn1XUsQ|Chen's Kitchen,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
10VrHJrqdl4kXuYJdUanRA|Panda Express,1.0,0.0,1.0,0.0,,,,,0.0
HIyWw4KWqQTX4pBRtWaM4g|Prohibition Gastro Lounge,1.0,1.0,1.0,0.0,1.0,1.0,,,3.0
LlbVLnDDhTTS2lfw7_tk7Q|Pizzeria New York,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,3.0
707B05_-wU55gX-A6P1stw|McDonald's,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0
tK_pr-xqHiWwdN3wrsW4aA|The Rail - Dublin,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Y3LbFOto6YYIiT3BUVpnUQ|Subway,1.0,,,0.0,0.0,,,,0.0
FhIXnN-mOfC9h2r1sBKrjg|Food Hamati,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,
IyRiKf0nZMejNT6rEYKvZQ|Wendy's,1.0,1.0,0.0,0.0,,,,,0.0
NqXAjLW4tHoPRHuvhw-Lgw|Jimmy John's,1.0,1.0,,0.0,0.0,,,,
_iCtsDBsYStUN1sObPOkpA|Dough Mama,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,1.0
Fe_PhxXayxfBT-rdl8zxfw|Apollo's Greek Kitchen,0.0,0.0,1.0,0.0,1.0,,1.0,,1.0
jGECifKnNbtu-6QxOAvPFQ|Capuano's Pizza House,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
hP9H_8lgsSFWSXFiABC6Kw|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
YRAWY10B-VfArcNwAKNklg|City Barbeque,,1.0,,,,,1.0,,
Ffqot5bScImK-nL0FB640A|The Ugly Mug Bar & Grill,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Z6MhaJobnvMTgyJR4_B3qg|Skyline Chili,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cODvUuxMD_LTPu8ZS6zMXw|Pizzeria New York,,,,,,,,,0.0
GW9cxzlNiOX-JJjIFA5ZcQ|Saigon Baguette & Coffee,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
__a6cve2cpTdOP6uNXhRMw|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
UMHKigZEMR3I7Q5W4lBxpA|MMELO Boutique Confections,,,0.0,,,,,,
XJtaM8BgFAYQADppqqFkag|Anna's Greek Cuisine,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3.0
pSwuzbv0cBOVBdfARVyDGQ|Blystone Farms Butcher Shop,1.0,1.0,1.0,1.0,,,0.0,0.0,0.0
Bbktkmz2cIrWNMlnQQtevw|Eastern Bay,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
o4xocjR7gWwUWOf1yEqHIg|Block's Hot Bagels Deli & Bakery,1.0,,,,,,,,
bsSF4FqcFXKWvvaCmiqwHA|TAT Ristorante Di Famiglia,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,
LaWusSDdqYIfggvcB6Mpew|Cup O' Joe,,,1.0,,,,,,
Zo4y2zbF_KskGYfYEMeP3w|Third Way Cafe,,,0.0,,,,,,
JJ96dXSj34DDa3qrZG4fmg|J Liu Restaurant & Bar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
-9Xrvq_h_wuY7NLUCmMeRQ|Aladdin's Eatery - Grandview,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0
tGBfgpdzUxrX-Z6Tnq64Ew|My Bar 161,,1.0,0.0,0.0,1.0,,,,0.0
M0i5Fgs9aA2ODygXQNt2Qw|Indian Oven,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
_Ad8lmTqnxbVkIpiOmvnwA|Taco Bell,1.0,1.0,0.0,0.0,0.0,,,,0.0
TENBGd1f6dHodvCFgGzkCQ|Dairy Queen,,,1.0,,,,,,
djmOmclWzCTkaLbVfzHfGw|Wendy's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fjB6EXRIjqS-oB6E8pPBGA|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
Uql9HUy1jKTwSiFjc0Tj4w|J-Pops,,,,,0.0,,0.0,0.0,
qDhMVKZGBJ0UDSAfRPcBSQ|Duecento,,,1.0,,,,,,2.0
ZSwor96-enxGezcm0xHDog|Greek Express,,,1.0,,,,,,0.0
MjvTys57zNV8IlpHxHwD4g|Brick an American Kitchen,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
CgIZ4rnUIC1-Vw1HI8XIgQ|Grandma's Pizza & Pasta,1.0,1.0,0.0,0.0,0.0,,,,0.0
kJQuiQup_GVWX-BKbOL4TA|Koble Restaurant,,,1.0,0.0,,,0.0,0.0,0.0
v5jX6BbA6kvt0LXCbe36Vw|Cimi's Bistro,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0
OloZtLvKNTzpQgsS9UwjaA|Giordano's - Columbus,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
iniT5eo8dV-28vBVO8jblQ|Five Guys,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0
1SNowt8TsqRzBfEQzlD1lw|Antolino's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0
cExU97DQhQ5D5AX7D2RXgw|Tim Hortons,,0.0,0.0,,,,,,
lD7wY_OVVm28hQEeV5wafg|Panda Express,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
cTNVzMZ5nun5q54TwEhTug|Yabos Tacos,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
u8xKhVGwBSlcBbH-ezmAVw|KFC,1.0,1.0,,0.0,,,0.0,0.0,0.0
MG8cJf_97asTmgUDdzfYjA|Average Joe's Pub & Grill,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0
6TKL2mgMonmXcA4bzBkdtA|Rally's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zPb5wtQsGiIVN77nEj8mTQ|Panera Bread,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
O4Di3vF3DNYy3usPfIR1tQ|Vick's Gourmet Pizzeria,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1IuPgXXNv7XtZWPVgNfGnA|Clown Cones & Confections,1.0,,,,,,,,
asRNzfkqf-vEatP7MxCZiw|Bottoms Up Coffee,1.0,,0.0,,,,,,
RR35sWKWWgRUjEjrOZRbQg|Sidebar Columbus,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
diIRfNyyRR5pdGYD4xkgMg|Amy's Donuts,1.0,,,,,,,,
7emVQUmcSzJynQn8wtSjWw|Target,,,0.0,0.0,,0.0,,,
Lq6E0bhVn30hKLDyQ5PVIw|Wild Ginger,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0
OJqn7poj4dTCpRDDa2tX-Q|Hubbard Grille,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
3WN8JFn-64s1XTSBJrlWgg|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
kKJ2toTFN_-X7i9nScgPKw|Starbucks,,,1.0,,,,,,
sFp8GPzqOddSGzebXl83yQ|Super Greek,,0.0,,0.0,,,0.0,0.0,
fnIp62qtAmVL8JWTL62BNg|Dickey's Barbecue Pit,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
35VgbRQWRDvQrIku3OfqKA|Memories Food & Spirits,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
lOzEugqWa0_utV7bnhSHsQ|Triple Play Pizza,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0
PHdDlVOJecZOpcxHZKkO9w|Submarine House,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
lSI-lVR6Hx2j8my6QR8nJg|Fronteras,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
nyolLCE3szB1e_47uEt3jw|Savor Pint,,,,,1.0,,,,
X8-aos9OiDVDLRawK-oetQ|Links N Lemonade,,1.0,1.0,0.0,1.0,,0.0,0.0,1.0
7msz5kksy_f28jpGjVBciA|Pasquale's Pizza & Pasta,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
kX8w0CJD9yVAa-zH_zhJkw|Taco Bell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2CI2kKGj1JfMeVBqOXUEw|Salam Market and Bakery,,,1.0,1.0,,,,,
rAk1qNN1P_h0Icj8iAih6g|MOD Pizza,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PWE29DLWpCOiYYVQgooJVQ|City Barbeque,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
6PpeGbI78N9yKHTarsrsVA|Firehouse Subs,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
yvL1gvFILSlGgqauOgZ7AA|Weiland's Market,,,,,1.0,,,,
5c22HtDVmOiB5d7ZCcbntw|Jack's Corner Pub,,1.0,1.0,1.0,1.0,,,,0.0
5JxfwBA83R79TxtCghr7CQ|White Castle,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
wMlWA3qCwbd17BG84WTDcw|Moe's Southwest Grill,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
NJl9tgNpv__gOwWN_LmP8w|Pizza Primo,1.0,1.0,0.0,0.0,,,,,0.0
i824OlAbwAIpsqldayJzPw|Rita's Italian Ice,1.0,,,,,,,,
-cJQEk_7AA3CVpz8_EWJ4A|Arby's,,1.0,,0.0,,,,,0.0
AZVneWq5VH0hX3bWIbMp3g|Cock n Bull Saloon,,1.0,1.0,0.0,1.0,,,,0.0
Okf2Qd9wVqpTN-aFScqbXw|Jiu Thai Asian Cafe,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
C0W7rQqSmj_D0QeIBzxqzA|Kinetic,,,,,0.0,,0.0,0.0,
gURjktX_wM-FhSDV603zKw|Zest Juice,,,0.0,,,,,,
sDWPOtAd_uDCD4LAkmBP6A|Woodys Wing House,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
UTW7azRn9sC97I7no0NXKA|Waffle House,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,
7fw5fqjoXsrJRLGleRTjOw|Yanni's Greek Grill,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
qK3LKglYP_wrVbBnc8rXpQ|Domino's Pizza,1.0,0.0,0.0,0.0,0.0,,,,
Pk2QBpUL57VRDvfTU5M8Mg|Cumin & Curry,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
mQ67-1LQQPDMqxu06DrJgA|Massey's Pizza Sports Bar & Wings,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
85Ojb0usvA6Ij1f65FvPnA|Yogi's Bar & Grill,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
A5tfp5wyR02jVNgbygQG2w|Birch Tavern,0.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0
msuYAR19CqNxfY5m5MbvDA|McDonald's,1.0,1.0,,0.0,,,0.0,0.0,0.0
asI27OtIgmDcAlO8ku2ULg|Ted's Montana Grill - Gateway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
qpao3k7_RviyqhBLhmsN5A|Hale's Ales & Kitchen,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
d4pSKr3Qvsj9aJ0pfm-WhQ|House of Japan,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,
F8EleBMF9OYqUPpfaPWqkg|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,,,0.0
jPHNezpbzVq5-I63mm9kzw|Tensuke Market,1.0,1.0,0.0,0.0,1.0,0.0,,,1.0
uU-u9pgblGefbAC0Xad75Q|Soulshine Tavern & Kitchen,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mYCcUrxFboW_gYvgLS-rXA|Hen Quarter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
dWDkI3ufujzWQ4B5GHy6og|Bob Evans,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sKcy6Q3NUj0PhnMGUYNkdA|Cafe Istanbul Bexley,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,
KHr-rDtMup3sC_Wu0-iP0g|Conservatory Garden Cafe,1.0,1.0,,0.0,,,0.0,0.0,0.0
OI3CHxRDalZfKDX-G__azg|Pizza Cottage,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
pKdv-j1llPa93H61bk99RA|Min-Ga Korean Restaurant,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
b5XdrFaBWwMleq3gFnA4_A|Mitchell's Ocean Club,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,2.0
Lf9lvj1Ufq9heOFtgNnWsQ|Bankshot Billiards,,1.0,1.0,1.0,1.0,,,,0.0
Jxix_QSlOsIkwBvt_I_qzw|Coast Wine House,,,1.0,1.0,1.0,,,,
Xlqnx5u3zPTHY8TfBlw-yQ|Starbucks,,,0.0,,,,,,
AKo51_wW7jYwNEtOKTUbxA|Massey's Pizza,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,
SDM0QLkwZjQ_CM5Gho-FAg|California Pizza Kitchen at Polaris,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5-R4wb7hpdY3ThFg5YA-aA|El Cañon Mexican Restaurant,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,
bGWDbca178BV7B8iAqzkBw|Fazoli's,1.0,1.0,0.0,0.0,0.0,,,,2.0
cTjwELKt5oE0kIoBOm-S7Q|McDonald's,,1.0,,0.0,,,,,
N_0RzLzMOWA8hvvQdup_Jg|Jack & Benny's Barnstormer Diner,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0
nihq3zjDamYXnuU8mdbApQ|Tacos Fogoncito,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
0kdJ6t7Hxz-JCWjCcy1B_g|Zest Juice,,,1.0,,,,,,
jFMT5-P2ZPZgNUzLvFB9NQ|O'Charley's Restaurant & Bar,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
kPaWH0mOKFDIpWkbtp7sIQ|McDonald's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
Z0_PwOUPb7pL9dG4OyZDiQ|Addis Restaurant,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
yOYw8oFAeWLCYzjMoBLl1A|Ampersand Asian Supper Club,1.0,1.0,,0.0,1.0,0.0,1.0,,
sVFBSuZrQ13_Sr_6MXKXwQ|Little Italy Pizza,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
N5SxZEsVpqVqiwsyegPGxg|Shawerma Bite,,,0.0,0.0,0.0,,,,
3N9LR2tNE-XJc4WWLR4rkQ|O'Charley's Restaurant & Bar,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,3.0
pOPmEBzTcrpbFXomJUz5Mg|Taco Bell,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0
srOy34z9F4Blqh2MNUIlUg|Big Room Bar,0.0,1.0,1.0,0.0,1.0,,,,0.0
zxlOpCfC8xN1QCGk4u_CLQ|Nazca Peruvian Eats,,,1.0,0.0,0.0,0.0,,,0.0
m9RStq7wbr-4BrQLWoBXjw|El Vaquero Mexican Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KQvfEUW_YDbt0zrHzjiz5w|My Little Kitchen,,,,0.0,,,0.0,0.0,0.0
x-1MBlLwfNDaZM7sEg4uRg|Little Caesars Pizza,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V7kSH82Ig6R5i6AJDt4yBw|Southbend Tavern,,1.0,1.0,0.0,1.0,,,,0.0
vO2gQdiqwRuaXmr1w2TdVg|Mr Wok Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
BRn3RFRo_LJQuJ4D72X3eg|The Columbus Food Truck Fest,1.0,,1.0,0.0,1.0,,,,
-Th7Avg3VRJliWTXtzbffQ|Condado Tacos,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
s4q_iJ_F3Nt7X7ujM5YVUQ|Tim Hortons,1.0,1.0,,,,,0.0,0.0,
CH4owswUBy4wDFMIAWHkSw|Tee Jaye's Country Place,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,
EU0oVafDydjbr1dL1t4CWQ|Alchemy Café,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
FYE_G2X12iZkTXmfDWhUpQ|Target,,,0.0,0.0,,0.0,,,
